base,date,currency,rate
USD,2009-08-20,LTL,2.4242083831
USD,2009-08-20,LVL,0.4909780243
USD,2009-08-20,MXN,12.8296707154
USD,2009-08-20,MYR,3.5265042477
USD,2009-08-20,NOK,6.0348943341
USD,2009-08-20,NZD,1.4782700274
USD,2009-08-20,PHP,48.4195745278
USD,2009-08-20,PLN,2.9151161974
USD,2009-08-20,RON,2.9723372885
USD,2009-08-20,RUB,31.7489292986
USD,2009-08-20,SEK,7.1597977954
USD,2009-08-20,SGD,1.4475180791
USD,2009-08-20,SKK,-
USD,2009-08-20,THB,34.0251351541
USD,2009-08-20,TRY,1.4919609633
USD,2009-08-20,USD,1.0
USD,2009-08-20,ZAR,7.9450256266
USD,2009-08-21,AUD,1.2000697837
USD,2009-08-21,BGN,1.36482903
USD,2009-08-21,BRL,1.834542917
USD,2009-08-21,CAD,1.0845080251
USD,2009-08-21,CHF,1.0579204466
USD,2009-08-21,CNY,6.8311933008
USD,2009-08-21,CZK,17.7822749477
USD,2009-08-21,DKK,5.1943475227
USD,2009-08-21,EEK,10.9187718074
USD,2009-08-21,EUR,0.6978367062
USD,2009-08-21,GBP,0.6041172366
USD,2009-08-21,HKD,7.7511514306
USD,2009-08-21,HRK,5.1
USD,2009-08-21,HUF,187.4319609211
USD,2009-08-21,IDR,10015.6943475227
USD,2009-08-21,ILS,-
USD,2009-08-21,INR,48.6301465457
USD,2009-08-21,ISK,-
USD,2009-08-21,JPY,93.6427076064
USD,2009-08-21,KRW,1248.1646894627
USD,2009-08-21,LTL,2.4094905792
USD,2009-08-21,LVL,0.488346127
USD,2009-08-21,MXN,12.8369853454
USD,2009-08-21,MYR,3.5210048849
USD,2009-08-21,NOK,5.9699930216
USD,2009-08-21,NZD,1.4665038381
USD,2009-08-21,PHP,48.4145150035
USD,2009-08-21,PLN,2.8658757851
USD,2009-08-21,RON,2.947662247
USD,2009-08-21,RUB,31.6748080949
USD,2009-08-21,SEK,7.0782972784
USD,2009-08-21,SGD,1.4389392882
USD,2009-08-21,SKK,-
USD,2009-08-21,THB,34.0300069784
USD,2009-08-21,TRY,1.4880669923
USD,2009-08-21,USD,1.0
USD,2009-08-21,ZAR,7.8339846476
USD,2009-08-24,AUD,1.1891363541
USD,2009-08-24,BGN,1.3654960553
USD,2009-08-24,BRL,1.826991552
USD,2009-08-24,CAD,1.0782657265
USD,2009-08-24,CHF,1.0601131048
USD,2009-08-24,CNY,6.8313202541
USD,2009-08-24,CZK,17.7616421141
USD,2009-08-24,DKK,5.1966068561
USD,2009-08-24,EEK,10.9241080779
USD,2009-08-24,EUR,0.6981777561
USD,2009-08-24,GBP,0.6061579278
USD,2009-08-24,HKD,7.7506807233
USD,2009-08-24,HRK,5.1126160721
USD,2009-08-24,HUF,187.2163652866
USD,2009-08-24,IDR,10005.6971304894
USD,2009-08-24,ILS,-
USD,2009-08-24,INR,48.614815332
USD,2009-08-24,ISK,-
USD,2009-08-24,JPY,94.6519583886
USD,2009-08-24,KRW,1241.5345947078
USD,2009-08-24,LTL,2.4106681561
USD,2009-08-24,LVL,0.4890735181
USD,2009-08-24,MXN,12.8005306151
USD,2009-08-24,MYR,3.5095301264
USD,2009-08-24,NOK,5.9935069469
USD,2009-08-24,NZD,1.456747888
USD,2009-08-24,PHP,48.3697549396
USD,2009-08-24,PLN,2.8711163862
USD,2009-08-24,RON,2.9477064861
USD,2009-08-24,RUB,31.4466243105
USD,2009-08-24,SEK,7.0548069539
USD,2009-08-24,SGD,1.4405501641
USD,2009-08-24,SKK,-
USD,2009-08-24,THB,34.0103330308
USD,2009-08-24,TRY,1.4843957272
USD,2009-08-24,USD,1.0
USD,2009-08-24,ZAR,7.7633875585
USD,2009-08-25,AUD,1.1905892209
USD,2009-08-25,BGN,1.3654007261
USD,2009-08-25,BRL,1.8355906171
USD,2009-08-25,CAD,1.0758866238
USD,2009-08-25,CHF,1.0591315275
USD,2009-08-25,CNY,6.8318207205
USD,2009-08-25,CZK,17.7017592851
USD,2009-08-25,DKK,5.1961044401
USD,2009-08-25,EEK,10.9233454342
USD,2009-08-25,EUR,0.6981290142
USD,2009-08-25,GBP,0.6101996649
USD,2009-08-25,HKD,7.7502792516
USD,2009-08-25,HRK,5.110513823
USD,2009-08-25,HUF,186.372521642
USD,2009-08-25,IDR,10024.6439542027
USD,2009-08-25,ILS,-
USD,2009-08-25,INR,48.7552359676
USD,2009-08-25,ISK,-
USD,2009-08-25,JPY,94.2823233734
USD,2009-08-25,KRW,1247.1655962022
USD,2009-08-25,LTL,2.4104998604
USD,2009-08-25,LVL,0.4885506842
USD,2009-08-25,MXN,12.9049846412
USD,2009-08-25,MYR,3.5194777995
USD,2009-08-25,NOK,6.0105417481
USD,2009-08-25,NZD,1.4543423625
USD,2009-08-25,PHP,48.380340687
USD,2009-08-25,PLN,2.8487852555
USD,2009-08-25,RON,2.9468025691
USD,2009-08-25,RUB,31.3738480871
USD,2009-08-25,SEK,7.0437726892
USD,2009-08-25,SGD,1.4419854789
USD,2009-08-25,SKK,-
USD,2009-08-25,THB,34.0149399609
USD,2009-08-25,TRY,1.4905752583
USD,2009-08-25,USD,1.0
USD,2009-08-25,ZAR,7.8008237922
USD,2009-08-26,AUD,1.2027330063
USD,2009-08-26,BGN,1.3705676244
USD,2009-08-26,BRL,1.8653819201
USD,2009-08-26,CAD,1.0911002102
USD,2009-08-26,CHF,1.0644008409
USD,2009-08-26,CNY,6.8311142256
USD,2009-08-26,CZK,17.7995795375
USD,2009-08-26,DKK,5.2154870357
USD,2009-08-26,EEK,10.9646811493
USD,2009-08-26,EUR,0.7007708479
USD,2009-08-26,GBP,0.6152768045
USD,2009-08-26,HKD,7.7505956552
USD,2009-08-26,HRK,5.1296426069
USD,2009-08-26,HUF,187.5963559916
USD,2009-08-26,IDR,10095.7393132446
USD,2009-08-26,ILS,-
USD,2009-08-26,INR,48.8948843728
USD,2009-08-26,ISK,-
USD,2009-08-26,JPY,94.1275402943
USD,2009-08-26,KRW,1247.1899088998
USD,2009-08-26,LTL,2.4196215837
USD,2009-08-26,LVL,0.4919411352
USD,2009-08-26,MXN,13.0250175193
USD,2009-08-26,MYR,3.523966363
USD,2009-08-26,NOK,6.0434477926
USD,2009-08-26,NZD,1.4631394534
USD,2009-08-26,PHP,48.7337070778
USD,2009-08-26,PLN,2.8684653118
USD,2009-08-26,RON,2.9579537491
USD,2009-08-26,RUB,31.4866853539
USD,2009-08-26,SEK,7.1089698669
USD,2009-08-26,SGD,1.4433777155
USD,2009-08-26,SKK,-
USD,2009-08-26,THB,34.0049053959
USD,2009-08-26,TRY,1.5046951647
USD,2009-08-26,USD,1.0
USD,2009-08-26,ZAR,7.8550805886
USD,2009-08-27,AUD,1.1985562097
USD,2009-08-27,BGN,1.3707597421
USD,2009-08-27,BRL,1.8568124474
USD,2009-08-27,CAD,1.0932155873
USD,2009-08-27,CHF,1.0677039529
USD,2009-08-27,CNY,6.8320016821
USD,2009-08-27,CZK,17.8062797869
USD,2009-08-27,DKK,5.2169890664
USD,2009-08-27,EEK,10.9662181105
USD,2009-08-27,EUR,0.7008690777
USD,2009-08-27,GBP,0.617045136
USD,2009-08-27,HKD,7.7509111298
USD,2009-08-27,HRK,5.1324642557
USD,2009-08-27,HUF,188.1833473507
USD,2009-08-27,IDR,10167.4866834875
USD,2009-08-27,ILS,-
USD,2009-08-27,INR,48.9150546678
USD,2009-08-27,ISK,-
USD,2009-08-27,JPY,93.6431174657
USD,2009-08-27,KRW,1247.6520885899
USD,2009-08-27,LTL,2.4199607513
USD,2009-08-27,LVL,0.4930613961
USD,2009-08-27,MXN,13.1433978133
USD,2009-08-27,MYR,3.5335015419
USD,2009-08-27,NOK,6.0583123073
USD,2009-08-27,NZD,1.4649565461
USD,2009-08-27,PHP,48.8744042613
USD,2009-08-27,PLN,2.8823240819
USD,2009-08-27,RON,2.9597701149
USD,2009-08-27,RUB,31.6747266611
USD,2009-08-27,SEK,7.1218811326
USD,2009-08-27,SGD,1.4436501262
USD,2009-08-27,SKK,-
USD,2009-08-27,THB,34.025091113
USD,2009-08-27,TRY,1.5020325203
USD,2009-08-27,USD,1.0
USD,2009-08-27,ZAR,7.8511354079
USD,2009-08-28,AUD,1.183166249
USD,2009-08-28,BGN,1.3615984405
USD,2009-08-28,BRL,1.8609718741
USD,2009-08-28,CAD,1.0806182122
USD,2009-08-28,CHF,1.0561125035
USD,2009-08-28,CNY,6.8301308828
USD,2009-08-28,CZK,17.6970203286
USD,2009-08-28,DKK,5.1818434976
USD,2009-08-28,EEK,10.8929267613
USD,2009-08-28,EUR,0.6961849067
USD,2009-08-28,GBP,0.6115288221
USD,2009-08-28,HKD,7.7509746589
USD,2009-08-28,HRK,5.1225285436
USD,2009-08-28,HUF,188.485101643
USD,2009-08-28,IDR,10049.6519075466
USD,2009-08-28,ILS,-
USD,2009-08-28,INR,48.6598440546
USD,2009-08-28,ISK,-
USD,2009-08-28,JPY,93.8109161793
USD,2009-08-28,KRW,1243.7830687831
USD,2009-08-28,LTL,2.4037872459
USD,2009-08-28,LVL,0.4897660819
USD,2009-08-28,MXN,13.2399749373
USD,2009-08-28,MYR,3.5215121136
USD,2009-08-28,NOK,6.00737956
USD,2009-08-28,NZD,1.455583403
USD,2009-08-28,PHP,48.7969924812
USD,2009-08-28,PLN,2.8453077137
USD,2009-08-28,RON,2.9358117516
USD,2009-08-28,RUB,31.5696184907
USD,2009-08-28,SEK,7.0648844333
USD,2009-08-28,SGD,1.4391534392
USD,2009-08-28,SKK,-
USD,2009-08-28,THB,34.0162907268
USD,2009-08-28,TRY,1.4990253411
USD,2009-08-28,USD,1.0
USD,2009-08-28,ZAR,7.753829017
USD,2009-08-31,AUD,1.1972393498
USD,2009-08-31,BGN,1.3703755605
USD,2009-08-31,BRL,1.89805213
USD,2009-08-31,CAD,1.1065723094
USD,2009-08-31,CHF,1.0627802691
USD,2009-08-31,CNY,6.8305773543
USD,2009-08-31,CZK,17.7802690583
USD,2009-08-31,DKK,5.2151765695
USD,2009-08-31,EEK,10.9631446188
USD,2009-08-31,EUR,0.7006726457
USD,2009-08-31,GBP,0.6175378363
USD,2009-08-31,HKD,7.7508408072
USD,2009-08-31,HRK,5.1597533632
USD,2009-08-31,HUF,190.4778587444
USD,2009-08-31,IDR,10082.7844730942
USD,2009-08-31,ILS,-
USD,2009-08-31,INR,48.8999439462
USD,2009-08-31,ISK,-
USD,2009-08-31,JPY,93.259529148
USD,2009-08-31,KRW,1249.4955156951
USD,2009-08-31,LTL,2.4192825112
USD,2009-08-31,LVL,0.4926429372
USD,2009-08-31,MXN,13.3300168161
USD,2009-08-31,MYR,3.5215106502
USD,2009-08-31,NOK,6.0306894619
USD,2009-08-31,NZD,1.4695207399
USD,2009-08-31,PHP,48.8137612108
USD,2009-08-31,PLN,2.8755605381
USD,2009-08-31,RON,2.9595011211
USD,2009-08-31,RUB,31.8557315022
USD,2009-08-31,SEK,7.1602438341
USD,2009-08-31,SGD,1.4435257848
USD,2009-08-31,SKK,-
USD,2009-08-31,THB,34.005044843
USD,2009-08-31,TRY,1.505044843
USD,2009-08-31,USD,1.0
USD,2009-08-31,ZAR,7.7869955157
USD,2009-09-01,AUD,1.1943551768
USD,2009-09-01,BGN,1.3663546179
USD,2009-09-01,BRL,1.880257091
USD,2009-09-01,CAD,1.0948721531
USD,2009-09-01,CHF,1.0586139444
USD,2009-09-01,CNY,6.8303758558
USD,2009-09-01,CZK,17.8615341624
USD,2009-09-01,DKK,5.1999441107
USD,2009-09-01,EEK,10.9309766662
USD,2009-09-01,EUR,0.6986167389
USD,2009-09-01,GBP,0.6158306553
USD,2009-09-01,HKD,7.7503842392
USD,2009-09-01,HRK,5.1348330306
USD,2009-09-01,HUF,191.1764705882
USD,2009-09-01,IDR,10114.2168506357
USD,2009-09-01,ILS,-
USD,2009-09-01,INR,49.0002794467
USD,2009-09-01,ISK,-
USD,2009-09-01,JPY,93.0976666201
USD,2009-09-01,KRW,1241.3511247729
USD,2009-09-01,LTL,2.4121838759
USD,2009-09-01,LVL,0.4911275674
USD,2009-09-01,MXN,13.4374738019
USD,2009-09-01,MYR,3.5269666061
USD,2009-09-01,NOK,6.016487355
USD,2009-09-01,NZD,1.4638116529
USD,2009-09-01,PHP,48.7445857203
USD,2009-09-01,PLN,2.8704764566
USD,2009-09-01,RON,2.9536118485
USD,2009-09-01,RUB,31.8349168646
USD,2009-09-01,SEK,7.1398630711
USD,2009-09-01,SGD,1.4422243957
USD,2009-09-01,SKK,-
USD,2009-09-01,THB,34.0121559313
USD,2009-09-01,TRY,1.5060779656
USD,2009-09-01,USD,1.0
USD,2009-09-01,ZAR,7.7999860277
USD,2009-09-02,AUD,1.2033755274
USD,2009-09-02,BGN,1.3753867792
USD,2009-09-02,BRL,1.9021097046
USD,2009-09-02,CAD,1.1054852321
USD,2009-09-02,CHF,1.0665963432
USD,2009-09-02,CNY,6.8310126582
USD,2009-09-02,CZK,18.0632911392
USD,2009-09-02,DKK,5.2340365682
USD,2009-09-02,EEK,11.0032348805
USD,2009-09-02,EUR,0.7032348805
USD,2009-09-02,GBP,0.6154008439
USD,2009-09-02,HKD,7.7511954993
USD,2009-09-02,HRK,5.1660337553
USD,2009-09-02,HUF,194.35302391
USD,2009-09-02,IDR,10162.1378340366
USD,2009-09-02,ILS,-
USD,2009-09-02,INR,48.9746835443
USD,2009-09-02,ISK,-
USD,2009-09-02,JPY,92.5668073136
USD,2009-09-02,KRW,1247.9184247539
USD,2009-09-02,LTL,2.4281293952
USD,2009-09-02,LVL,0.494233474
USD,2009-09-02,MXN,13.6400140647
USD,2009-09-02,MYR,3.5395218003
USD,2009-09-02,NOK,6.1040787623
USD,2009-09-02,NZD,1.482278481
USD,2009-09-02,PHP,48.8987341772
USD,2009-09-02,PLN,2.9310829817
USD,2009-09-02,RON,2.9808720113
USD,2009-09-02,RUB,31.9213080169
USD,2009-09-02,SEK,7.2563994374
USD,2009-09-02,SGD,1.4434599156
USD,2009-09-02,SKK,-
USD,2009-09-02,THB,34.0548523207
USD,2009-09-02,TRY,1.5127988748
USD,2009-09-02,USD,1.0
USD,2009-09-02,ZAR,7.867721519
USD,2009-09-03,AUD,1.1884897105
USD,2009-09-03,BGN,1.3643529822
USD,2009-09-03,BRL,1.8681548657
USD,2009-09-03,CAD,1.0981513777
USD,2009-09-03,CHF,1.0563655389
USD,2009-09-03,CNY,6.8304848273
USD,2009-09-03,CZK,17.868852459
USD,2009-09-03,DKK,5.1927450296
USD,2009-09-03,EEK,10.9149633764
USD,2009-09-03,EUR,0.6975933031
USD,2009-09-03,GBP,0.6101848622
USD,2009-09-03,HKD,7.7508196721
USD,2009-09-03,HRK,5.124171608
USD,2009-09-03,HUF,191.1056853854
USD,2009-09-03,IDR,10110.2476456226
USD,2009-09-03,ILS,-
USD,2009-09-03,INR,48.9152424137
USD,2009-09-03,ISK,-
USD,2009-09-03,JPY,92.4101848622
USD,2009-09-03,KRW,1245.0296477154
USD,2009-09-03,LTL,2.408650157
USD,2009-09-03,LVL,0.4901988141
USD,2009-09-03,MXN,13.5416811999
USD,2009-09-03,MYR,3.5280083711
USD,2009-09-03,NOK,6.0132542728
USD,2009-09-03,NZD,1.4666899198
USD,2009-09-03,PHP,48.708754796
USD,2009-09-03,PLN,2.8747820021
USD,2009-09-03,RON,2.9581444018
USD,2009-09-03,RUB,31.6288803627
USD,2009-09-03,SEK,7.1948378096
USD,2009-09-03,SGD,1.438437391
USD,2009-09-03,SKK,-
USD,2009-09-03,THB,34.0544122776
USD,2009-09-03,TRY,1.5032438089
USD,2009-09-03,USD,1.0
USD,2009-09-03,ZAR,7.7464945937
USD,2009-09-04,AUD,1.1860187912
USD,2009-09-04,BGN,1.3713364185
USD,2009-09-04,BRL,1.8559108119
USD,2009-09-04,CAD,1.0924835226
USD,2009-09-04,CHF,1.0627541719
USD,2009-09-04,CNY,6.8299677465
USD,2009-09-04,CZK,17.9224512691
USD,2009-09-04,DKK,5.2191838452
USD,2009-09-04,EEK,10.9708315804
USD,2009-09-04,EUR,0.7011639321
USD,2009-09-04,GBP,0.6114149488
USD,2009-09-04,HKD,7.750175291
USD,2009-09-04,HRK,5.1419155799
USD,2009-09-04,HUF,192.3643247791
USD,2009-09-04,IDR,10115.2433038844
USD,2009-09-04,ILS,-
USD,2009-09-04,INR,48.8900574954
USD,2009-09-04,ISK,-
USD,2009-09-04,JPY,92.8691628103
USD,2009-09-04,KRW,1240.4221006871
USD,2009-09-04,LTL,2.4209788248
USD,2009-09-04,LVL,0.4924274295
USD,2009-09-04,MXN,13.5375122704
USD,2009-09-04,MYR,3.5255223671
USD,2009-09-04,NOK,6.0356191278
USD,2009-09-04,NZD,1.4619969149
USD,2009-09-04,PHP,48.6166035619
USD,2009-09-04,PLN,2.8849389987
USD,2009-09-04,RON,2.977702987
USD,2009-09-04,RUB,31.6440891881
USD,2009-09-04,SEK,7.2110503436
USD,2009-09-04,SGD,1.4385780395
USD,2009-09-04,SKK,-
USD,2009-09-04,THB,34.0744636096
USD,2009-09-04,TRY,1.5018931426
USD,2009-09-04,USD,1.0
USD,2009-09-04,ZAR,7.6522226897
USD,2009-09-07,AUD,1.1687369156
USD,2009-09-07,BGN,1.36482903
USD,2009-09-07,BRL,1.8436147941
USD,2009-09-07,CAD,1.076692254
USD,2009-09-07,CHF,1.0593859037
USD,2009-09-07,CNY,6.829030007
USD,2009-09-07,CZK,17.7864619679
USD,2009-09-07,DKK,5.1943475227
USD,2009-09-07,EEK,10.9187718074
USD,2009-09-07,EUR,0.6978367062
USD,2009-09-07,GBP,0.6095603629
USD,2009-09-07,HKD,7.7504535939
USD,2009-09-07,HRK,5.1196789951
USD,2009-09-07,HUF,189.9790648988
USD,2009-09-07,IDR,10060.8722958828
USD,2009-09-07,ILS,-
USD,2009-09-07,INR,48.6601535241
USD,2009-09-07,ISK,-
USD,2009-09-07,JPY,93.0425680391
USD,2009-09-07,KRW,1233.935799023
USD,2009-09-07,LTL,2.4094905792
USD,2009-09-07,LVL,0.4898813678
USD,2009-09-07,MXN,13.387508723
USD,2009-09-07,MYR,3.5150034892
USD,2009-09-07,NOK,5.9909281228
USD,2009-09-07,NZD,1.4442428472
USD,2009-09-07,PHP,48.6231681786
USD,2009-09-07,PLN,2.8681088625
USD,2009-09-07,RON,2.9632240056
USD,2009-09-07,RUB,31.4727843685
USD,2009-09-07,SEK,7.1147941382
USD,2009-09-07,SGD,1.4330774599
USD,2009-09-07,SKK,-
USD,2009-09-07,THB,34.0432658758
USD,2009-09-07,TRY,1.4915561759
USD,2009-09-07,USD,1.0
USD,2009-09-07,ZAR,7.5854849965
USD,2009-09-08,AUD,1.1587093208
USD,2009-09-08,BGN,1.3513438817
USD,2009-09-08,BRL,1.8265736198
USD,2009-09-08,CAD,1.0697851171
USD,2009-09-08,CHF,1.0473986043
USD,2009-09-08,CNY,6.8274718441
USD,2009-09-08,CZK,17.6045049402
USD,2009-09-08,DKK,5.1432322255
USD,2009-09-08,EEK,10.810889242
USD,2009-09-08,EUR,0.6909417536
USD,2009-09-08,GBP,0.603641263
USD,2009-09-08,HKD,7.7502245561
USD,2009-09-08,HRK,5.07247979
USD,2009-09-08,HUF,187.2313963933
USD,2009-09-08,IDR,9989.9951634077
USD,2009-09-08,ILS,-
USD,2009-09-08,INR,48.4446901126
USD,2009-09-08,ISK,-
USD,2009-09-08,JPY,92.2890900297
USD,2009-09-08,KRW,1232.1633386306
USD,2009-09-08,LTL,2.3856836869
USD,2009-09-08,LVL,0.4851102052
USD,2009-09-08,MXN,13.2950321288
USD,2009-09-08,MYR,3.501969184
USD,2009-09-08,NOK,5.9206798867
USD,2009-09-08,NZD,1.4364679058
USD,2009-09-08,PHP,48.3514129759
USD,2009-09-08,PLN,2.825468113
USD,2009-09-08,RON,2.9304221654
USD,2009-09-08,RUB,31.3480273613
USD,2009-09-08,SEK,7.0384163615
USD,2009-09-08,SGD,1.4263801562
USD,2009-09-08,SKK,-
USD,2009-09-08,THB,34.0247357148
USD,2009-09-08,TRY,1.4869757479
USD,2009-09-08,USD,1.0
USD,2009-09-08,ZAR,7.5365162717
USD,2009-09-09,AUD,1.1593444429
USD,2009-09-09,BGN,1.3467841895
USD,2009-09-09,BRL,1.8246109351
USD,2009-09-09,CAD,1.0804296929
USD,2009-09-09,CHF,1.044828536
USD,2009-09-09,CNY,6.8288114585
USD,2009-09-09,CZK,17.5747142267
USD,2009-09-09,DKK,5.1258091172
USD,2009-09-09,EEK,10.7744112381
USD,2009-09-09,EUR,0.6886103842
USD,2009-09-09,GBP,0.6054951109
USD,2009-09-09,HKD,7.7503098747
USD,2009-09-09,HRK,5.0583252995
USD,2009-09-09,HUF,186.7855667263
USD,2009-09-09,IDR,9924.1564522793
USD,2009-09-09,ILS,-
USD,2009-09-09,INR,48.5002065831
USD,2009-09-09,ISK,-
USD,2009-09-09,JPY,92.3633108387
USD,2009-09-09,KRW,1226.835146674
USD,2009-09-09,LTL,2.3776339347
USD,2009-09-09,LVL,0.4836799339
USD,2009-09-09,MXN,13.3374879493
USD,2009-09-09,MYR,3.496488087
USD,2009-09-09,NOK,5.9296240187
USD,2009-09-09,NZD,1.433617959
USD,2009-09-09,PHP,48.4072441812
USD,2009-09-09,PLN,2.8398292246
USD,2009-09-09,RON,2.9257678006
USD,2009-09-09,RUB,31.1251893679
USD,2009-09-09,SEK,7.0450351191
USD,2009-09-09,SGD,1.4252857733
USD,2009-09-09,SKK,-
USD,2009-09-09,THB,34.0152871505
USD,2009-09-09,TRY,1.4915300923
USD,2009-09-09,USD,1.0
USD,2009-09-09,ZAR,7.5415232062
USD,2009-09-10,AUD,1.1663801994
USD,2009-09-10,BGN,1.3446545205
USD,2009-09-10,BRL,1.8395324854
USD,2009-09-10,CAD,1.085665177
USD,2009-09-10,CHF,1.041663802
USD,2009-09-10,CNY,6.8294259196
USD,2009-09-10,CZK,17.5311103472
USD,2009-09-10,DKK,5.1178411825
USD,2009-09-10,EEK,10.7573736679
USD,2009-09-10,EUR,0.687521485
USD,2009-09-10,GBP,0.6020969405
USD,2009-09-10,HKD,7.7504297009
USD,2009-09-10,HRK,5.0365073909
USD,2009-09-10,HUF,187.1983499484
USD,2009-09-10,IDR,9935.6411137848
USD,2009-09-10,ILS,-
USD,2009-09-10,INR,48.6050189068
USD,2009-09-10,ISK,-
USD,2009-09-10,JPY,92.0728772774
USD,2009-09-10,KRW,1224.6545204538
USD,2009-09-10,LTL,2.3738741836
USD,2009-09-10,LVL,0.4830525954
USD,2009-09-10,MXN,13.487521485
USD,2009-09-10,MYR,3.493984187
USD,2009-09-10,NOK,5.9563423857
USD,2009-09-10,NZD,1.4369886559
USD,2009-09-10,PHP,48.3623238226
USD,2009-09-10,PLN,2.8646957717
USD,2009-09-10,RON,2.9260226882
USD,2009-09-10,RUB,30.9119284978
USD,2009-09-10,SEK,7.0419388106
USD,2009-09-10,SGD,1.426400825
USD,2009-09-10,SKK,-
USD,2009-09-10,THB,34.0151254727
USD,2009-09-10,TRY,1.506497078
USD,2009-09-10,USD,1.0
USD,2009-09-10,ZAR,7.5925060158
USD,2009-09-11,AUD,1.1585583116
USD,2009-09-11,BGN,1.3401397835
USD,2009-09-11,BRL,1.8118404824
USD,2009-09-11,CAD,1.0777031657
USD,2009-09-11,CHF,1.0372070714
USD,2009-09-11,CNY,6.8289708099
USD,2009-09-11,CZK,17.4647115253
USD,2009-09-11,DKK,5.1001096341
USD,2009-09-11,EEK,10.7212553104
USD,2009-09-11,EUR,0.6852131013
USD,2009-09-11,GBP,0.5988077292
USD,2009-09-11,HKD,7.7501713033
USD,2009-09-11,HRK,5.0226120323
USD,2009-09-11,HUF,187.2892969714
USD,2009-09-11,IDR,9913.978347266
USD,2009-09-11,ILS,-
USD,2009-09-11,INR,48.4747156366
USD,2009-09-11,ISK,-
USD,2009-09-11,JPY,90.872961491
USD,2009-09-11,KRW,1220.5426887762
USD,2009-09-11,LTL,2.3659037961
USD,2009-09-11,LVL,0.481225161
USD,2009-09-11,MXN,13.4150335754
USD,2009-09-11,MYR,3.4925311772
USD,2009-09-11,NOK,5.9161299164
USD,2009-09-11,NZD,1.4156502672
USD,2009-09-11,PHP,48.3267096067
USD,2009-09-11,PLN,2.8727559271
USD,2009-09-11,RON,2.9327120735
USD,2009-09-11,RUB,30.6985747567
USD,2009-09-11,SEK,6.9979443607
USD,2009-09-11,SGD,1.4219542278
USD,2009-09-11,SKK,-
USD,2009-09-11,THB,33.9550500206
USD,2009-09-11,TRY,1.4982184459
USD,2009-09-11,USD,1.0
USD,2009-09-11,ZAR,7.581745923
USD,2009-09-14,AUD,1.1649611977
USD,2009-09-14,BGN,1.3431769796
USD,2009-09-14,BRL,1.8320857084
USD,2009-09-14,CAD,1.0905157613
USD,2009-09-14,CHF,1.0392830163
USD,2009-09-14,CNY,6.8289265847
USD,2009-09-14,CZK,17.481629009
USD,2009-09-14,DKK,5.1118741845
USD,2009-09-14,EEK,10.74555319
USD,2009-09-14,EUR,0.6867660188
USD,2009-09-14,GBP,0.6036673305
USD,2009-09-14,HKD,7.7500858458
USD,2009-09-14,HRK,5.0323466795
USD,2009-09-14,HUF,188.4005219422
USD,2009-09-14,IDR,9954.9344138452
USD,2009-09-14,ILS,-
USD,2009-09-14,INR,48.7349769933
USD,2009-09-14,ISK,-
USD,2009-09-14,JPY,90.8591442895
USD,2009-09-14,KRW,1224.8403269006
USD,2009-09-14,LTL,2.3712657098
USD,2009-09-14,LVL,0.482315775
USD,2009-09-14,MXN,13.4148066754
USD,2009-09-14,MYR,3.5080008241
USD,2009-09-14,NOK,5.9532312341
USD,2009-09-14,NZD,1.429709498
USD,2009-09-14,PHP,48.4952956528
USD,2009-09-14,PLN,2.8871643431
USD,2009-09-14,RON,2.9371609093
USD,2009-09-14,RUB,30.8462330884
USD,2009-09-14,SEK,7.0480736213
USD,2009-09-14,SGD,1.4251081656
USD,2009-09-14,SKK,-
USD,2009-09-14,THB,33.9523384383
USD,2009-09-14,TRY,1.5007897809
USD,2009-09-14,USD,1.0
USD,2009-09-14,ZAR,7.4851315157
USD,2009-09-15,AUD,1.164465129
USD,2009-09-15,BGN,1.3385805215
USD,2009-09-15,BRL,1.8112381083
USD,2009-09-15,CAD,1.0860995141
USD,2009-09-15,CHF,1.0377113134
USD,2009-09-15,CNY,6.8288960372
USD,2009-09-15,CZK,17.3506262405
USD,2009-09-15,DKK,5.0941071795
USD,2009-09-15,EEK,10.7087810554
USD,2009-09-15,EUR,0.6844158511
USD,2009-09-15,GBP,0.6070084183
USD,2009-09-15,HKD,7.7499828896
USD,2009-09-15,HRK,5.0134829923
USD,2009-09-15,HUF,186.1747998084
USD,2009-09-15,IDR,9925.4739579769
USD,2009-09-15,ILS,-
USD,2009-09-15,INR,48.6400657039
USD,2009-09-15,ISK,-
USD,2009-09-15,JPY,91.2052563137
USD,2009-09-15,KRW,1218.4313188693
USD,2009-09-15,LTL,2.3631510506
USD,2009-09-15,LVL,0.4806652522
USD,2009-09-15,MXN,13.3398124701
USD,2009-09-15,MYR,3.5024981179
USD,2009-09-15,NOK,5.9126685374
USD,2009-09-15,NZD,1.4292656218
USD,2009-09-15,PHP,48.3348162343
USD,2009-09-15,PLN,2.8495653959
USD,2009-09-15,RON,2.9209499692
USD,2009-09-15,RUB,30.8637328041
USD,2009-09-15,SEK,7.0110190952
USD,2009-09-15,SGD,1.4233112039
USD,2009-09-15,SKK,-
USD,2009-09-15,THB,33.8950106084
USD,2009-09-15,TRY,1.4907261652
USD,2009-09-15,USD,1.0
USD,2009-09-15,ZAR,7.4085278215
USD,2009-09-16,AUD,1.1480471679
USD,2009-09-16,BGN,1.3331061277
USD,2009-09-16,BRL,1.7972871652
