base,date,currency,rate
USD,2015-04-17,PLN,3.7162012206
USD,2015-04-17,RON,4.0854447938
USD,2015-04-17,RUB,50.7754762345
USD,2015-04-17,SEK,8.592657666
USD,2015-04-17,SGD,1.3428888478
USD,2015-04-17,SKK,-
USD,2015-04-17,THB,32.358054374
USD,2015-04-17,TRY,2.6851303865
USD,2015-04-17,USD,1.0
USD,2015-04-17,ZAR,11.946735713
USD,2015-04-20,AUD,1.2890982001
USD,2015-04-20,BGN,1.8239298704
USD,2015-04-20,BRL,3.0521309335
USD,2015-04-20,CAD,1.2252168237
USD,2015-04-20,CHF,0.9589667071
USD,2015-04-20,CNY,6.205632752
USD,2015-04-20,CZK,25.5684043645
USD,2015-04-20,DKK,6.9572880724
USD,2015-04-20,EEK,-
USD,2015-04-20,EUR,0.9325748391
USD,2015-04-20,GBP,0.6710342255
USD,2015-04-20,HKD,7.7528676676
USD,2015-04-20,HRK,7.054928658
USD,2015-04-20,HUF,277.8140445771
USD,2015-04-20,IDR,12907.3020609904
USD,2015-04-20,ILS,3.9292175697
USD,2015-04-20,INR,62.9730485871
USD,2015-04-20,ISK,-
USD,2015-04-20,JPY,119.0711554602
USD,2015-04-20,KRW,1082.0199571016
USD,2015-04-20,LTL,-
USD,2015-04-20,LVL,-
USD,2015-04-20,MXN,15.3584817682
USD,2015-04-20,MYR,3.6305138487
USD,2015-04-20,NOK,7.8727967919
USD,2015-04-20,NZD,1.3028070503
USD,2015-04-20,PHP,44.2516086916
USD,2015-04-20,PLN,3.7201342908
USD,2015-04-20,RON,4.1266436632
USD,2015-04-20,RUB,53.321831577
USD,2015-04-20,SEK,8.6746246386
USD,2015-04-20,SGD,1.3488762473
USD,2015-04-20,SKK,-
USD,2015-04-20,THB,32.3901893127
USD,2015-04-20,TRY,2.7040007461
USD,2015-04-20,USD,1.0
USD,2015-04-20,ZAR,12.1000652802
USD,2015-04-21,AUD,1.291682243
USD,2015-04-21,BGN,1.8278504673
USD,2015-04-21,BRL,3.0301869159
USD,2015-04-21,CAD,1.2228971963
USD,2015-04-21,CHF,0.9581308411
USD,2015-04-21,CNY,6.201682243
USD,2015-04-21,CZK,25.6242990654
USD,2015-04-21,DKK,6.9728971963
USD,2015-04-21,EEK,-
USD,2015-04-21,EUR,0.9345794393
USD,2015-04-21,GBP,0.671682243
USD,2015-04-21,HKD,7.7500934579
USD,2015-04-21,HRK,7.0813084112
USD,2015-04-21,HUF,277.953271028
USD,2015-04-21,IDR,12958.2990654206
USD,2015-04-21,ILS,3.9437383178
USD,2015-04-21,INR,62.9057009346
USD,2015-04-21,ISK,-
USD,2015-04-21,JPY,119.3925233645
USD,2015-04-21,KRW,1083.0093457944
USD,2015-04-21,LTL,-
USD,2015-04-21,LVL,-
USD,2015-04-21,MXN,15.4255140187
USD,2015-04-21,MYR,3.631682243
USD,2015-04-21,NOK,7.8738317757
USD,2015-04-21,NZD,1.2975700935
USD,2015-04-21,PHP,44.2327102804
USD,2015-04-21,PLN,3.7086915888
USD,2015-04-21,RON,4.1471028037
USD,2015-04-21,RUB,53.6799065421
USD,2015-04-21,SEK,8.6787850467
USD,2015-04-21,SGD,1.3498130841
USD,2015-04-21,SKK,-
USD,2015-04-21,THB,32.3654205607
USD,2015-04-21,TRY,2.6873831776
USD,2015-04-21,USD,1.0
USD,2015-04-21,ZAR,12.1099065421
USD,2015-04-22,AUD,1.2841850507
USD,2015-04-22,BGN,1.8205343014
USD,2015-04-22,BRL,3.0215954575
USD,2015-04-22,CAD,1.2242390394
USD,2015-04-22,CHF,0.9609047752
USD,2015-04-22,CNY,6.194079866
USD,2015-04-22,CZK,25.5692078563
USD,2015-04-22,DKK,6.9458251885
USD,2015-04-22,EEK,-
USD,2015-04-22,EUR,0.9308386857
USD,2015-04-22,GBP,0.663594899
USD,2015-04-22,HKD,7.749976729
USD,2015-04-22,HRK,7.0520338825
USD,2015-04-22,HUF,279.5029321419
USD,2015-04-22,IDR,12887.6663874151
USD,2015-04-22,ILS,3.9314902727
USD,2015-04-22,INR,62.9451736014
USD,2015-04-22,ISK,-
USD,2015-04-22,JPY,119.5662291725
USD,2015-04-22,KRW,1077.7529554128
USD,2015-04-22,LTL,-
USD,2015-04-22,LVL,-
USD,2015-04-22,MXN,15.4265102858
USD,2015-04-22,MYR,3.5948059201
USD,2015-04-22,NOK,7.859071023
USD,2015-04-22,NZD,1.2959136182
USD,2015-04-22,PHP,44.1748115052
USD,2015-04-22,PLN,3.7254025877
USD,2015-04-22,RON,4.1215675323
USD,2015-04-22,RUB,52.8883924416
USD,2015-04-22,SEK,8.6554035186
USD,2015-04-22,SGD,1.345620404
USD,2015-04-22,SKK,-
USD,2015-04-22,THB,32.3596760681
USD,2015-04-22,TRY,2.7129293493
USD,2015-04-22,USD,1.0
USD,2015-04-22,ZAR,12.1341338546
USD,2015-04-23,AUD,1.2938173041
USD,2015-04-23,BGN,1.8156331229
USD,2015-04-23,BRL,3.0011139993
USD,2015-04-23,CAD,1.2226141849
USD,2015-04-23,CHF,0.9638878574
USD,2015-04-23,CNY,6.1979205347
USD,2015-04-23,CZK,25.4353880431
USD,2015-04-23,DKK,6.925454883
USD,2015-04-23,EEK,-
USD,2015-04-23,EUR,0.9283327144
USD,2015-04-23,GBP,0.6656145563
USD,2015-04-23,HKD,7.7500928333
USD,2015-04-23,HRK,7.044467137
USD,2015-04-23,HUF,279.9572966951
USD,2015-04-23,IDR,12947.9019680654
USD,2015-04-23,ILS,3.9420720386
USD,2015-04-23,INR,63.322502785
USD,2015-04-23,ISK,-
USD,2015-04-23,JPY,120.0891199406
USD,2015-04-23,KRW,1083.9584106944
USD,2015-04-23,LTL,-
USD,2015-04-23,LVL,-
USD,2015-04-23,MXN,15.4205347196
USD,2015-04-23,MYR,3.6267174155
USD,2015-04-23,NOK,7.9056813962
USD,2015-04-23,NZD,1.3237096175
USD,2015-04-23,PHP,44.1960638693
USD,2015-04-23,PLN,3.730505013
USD,2015-04-23,RON,4.1064797623
USD,2015-04-23,RUB,51.3323431118
USD,2015-04-23,SEK,8.7068325288
USD,2015-04-23,SGD,1.3472892685
USD,2015-04-23,SKK,-
USD,2015-04-23,THB,32.4572966951
USD,2015-04-23,TRY,2.7291125139
USD,2015-04-23,USD,1.0
USD,2015-04-23,ZAR,12.2540846639
USD,2015-04-24,AUD,1.2827050998
USD,2015-04-24,BGN,1.8069105691
USD,2015-04-24,BRL,2.9733000739
USD,2015-04-24,CAD,1.2119364375
USD,2015-04-24,CHF,0.9550997783
USD,2015-04-24,CNY,6.1948447894
USD,2015-04-24,CZK,25.3640059128
USD,2015-04-24,DKK,6.8927383592
USD,2015-04-24,EEK,-
USD,2015-04-24,EUR,0.9238728751
USD,2015-04-24,GBP,0.6614005913
USD,2015-04-24,HKD,7.75
USD,2015-04-24,HRK,7.0283628973
USD,2015-04-24,HUF,278.5291943829
USD,2015-04-24,IDR,12954.0003695491
USD,2015-04-24,ILS,3.9244271988
USD,2015-04-24,INR,63.5625461936
USD,2015-04-24,ISK,-
USD,2015-04-24,JPY,119.512195122
USD,2015-04-24,KRW,1078.2520325203
USD,2015-04-24,LTL,-
USD,2015-04-24,LVL,-
USD,2015-04-24,MXN,15.3580007391
USD,2015-04-24,MYR,3.5740946046
USD,2015-04-24,NOK,7.8298226164
USD,2015-04-24,NZD,1.3216001478
USD,2015-04-24,PHP,44.2812269032
USD,2015-04-24,PLN,3.707594235
USD,2015-04-24,RON,4.080007391
USD,2015-04-24,RUB,51.2153547672
USD,2015-04-24,SEK,8.667405765
USD,2015-04-24,SGD,1.3374907613
USD,2015-04-24,SKK,-
USD,2015-04-24,THB,32.5498891353
USD,2015-04-24,TRY,2.7314301552
USD,2015-04-24,USD,1.0
USD,2015-04-24,ZAR,12.1824648928
USD,2015-04-27,AUD,1.2813712807
USD,2015-04-27,BGN,1.8072445019
USD,2015-04-27,BRL,2.9590648679
USD,2015-04-27,CAD,1.2155793753
USD,2015-04-27,CHF,0.9579560155
USD,2015-04-27,CNY,6.219829976
USD,2015-04-27,CZK,25.3566808353
USD,2015-04-27,DKK,6.8941046017
USD,2015-04-27,EEK,-
USD,2015-04-27,EUR,0.9240436149
USD,2015-04-27,GBP,0.661800037
USD,2015-04-27,HKD,7.7506006283
USD,2015-04-27,HRK,7.0174644243
USD,2015-04-27,HUF,278.3311772316
USD,2015-04-27,IDR,12990.0018480872
USD,2015-04-27,ILS,3.9269081501
USD,2015-04-27,INR,63.5673627795
USD,2015-04-27,ISK,-
USD,2015-04-27,JPY,119.4141563482
USD,2015-04-27,KRW,1074.0898170394
USD,2015-04-27,LTL,-
USD,2015-04-27,LVL,-
USD,2015-04-27,MXN,15.3937349843
USD,2015-04-27,MYR,3.5606172611
USD,2015-04-27,NOK,7.7938458695
USD,2015-04-27,NZD,1.3167621512
USD,2015-04-27,PHP,44.292182591
USD,2015-04-27,PLN,3.6995934208
USD,2015-04-27,RON,4.0817778599
USD,2015-04-27,RUB,51.6081131029
USD,2015-04-27,SEK,8.6455368693
USD,2015-04-27,SGD,1.333856958
USD,2015-04-27,SKK,-
USD,2015-04-27,THB,32.6982073554
USD,2015-04-27,TRY,2.7179818887
USD,2015-04-27,USD,1.0
USD,2015-04-27,ZAR,12.1092219553
USD,2015-04-28,AUD,1.2585339068
USD,2015-04-28,BGN,1.7898782832
USD,2015-04-28,BRL,2.9089411549
USD,2015-04-28,CAD,1.2069186419
USD,2015-04-28,CHF,0.9576278942
USD,2015-04-28,CNY,6.2053628626
USD,2015-04-28,CZK,25.1404777157
USD,2015-04-28,DKK,6.827766084
USD,2015-04-28,EEK,-
USD,2015-04-28,EUR,0.915164272
USD,2015-04-28,GBP,0.6543424545
USD,2015-04-28,HKD,7.751075318
USD,2015-04-28,HRK,6.9424361673
USD,2015-04-28,HUF,275.7847533632
USD,2015-04-28,IDR,12948.677587627
USD,2015-04-28,ILS,3.8964949208
USD,2015-04-28,INR,63.1449620207
USD,2015-04-28,ISK,-
USD,2015-04-28,JPY,119.0537201428
USD,2015-04-28,KRW,1068.1614349776
USD,2015-04-28,LTL,-
USD,2015-04-28,LVL,-
USD,2015-04-28,MXN,15.312986181
USD,2015-04-28,MYR,3.5467191361
USD,2015-04-28,NOK,7.6800585705
USD,2015-04-28,NZD,1.3019126933
USD,2015-04-28,PHP,44.2207376224
USD,2015-04-28,PLN,3.6620298344
USD,2015-04-28,RON,4.0291022238
USD,2015-04-28,RUB,52.1931911778
USD,2015-04-28,SEK,8.5849730027
USD,2015-04-28,SGD,1.3208565938
USD,2015-04-28,SKK,-
USD,2015-04-28,THB,32.5899148897
USD,2015-04-28,TRY,2.6687105335
USD,2015-04-28,USD,1.0
USD,2015-04-28,ZAR,11.90701931
USD,2015-04-29,AUD,1.2508634794
USD,2015-04-29,BGN,1.777676786
USD,2015-04-29,BRL,2.9510089075
USD,2015-04-29,CAD,1.2054171969
USD,2015-04-29,CHF,0.9535538993
USD,2015-04-29,CNY,6.1998727504
USD,2015-04-29,CZK,24.9363752045
USD,2015-04-29,DKK,6.7823123069
USD,2015-04-29,EEK,-
USD,2015-04-29,EUR,0.9089256499
USD,2015-04-29,GBP,0.6508816579
USD,2015-04-29,HKD,7.7511361571
USD,2015-04-29,HRK,6.8862934012
USD,2015-04-29,HUF,274.9954553718
USD,2015-04-29,IDR,12918.3602981276
USD,2015-04-29,ILS,3.8721141611
USD,2015-04-29,INR,63.4285584439
USD,2015-04-29,ISK,-
USD,2015-04-29,JPY,119.2510452645
USD,2015-04-29,KRW,1071.7505908017
USD,2015-04-29,LTL,-
USD,2015-04-29,LVL,-
USD,2015-04-29,MXN,15.2900381749
USD,2015-04-29,MYR,3.5609889111
USD,2015-04-29,NOK,7.6213415743
USD,2015-04-29,NZD,1.300672605
USD,2015-04-29,PHP,44.3037629522
USD,2015-04-29,PLN,3.6466097073
USD,2015-04-29,RON,4.0106344301
USD,2015-04-29,RUB,51.6133430285
USD,2015-04-29,SEK,8.4278313034
USD,2015-04-29,SGD,1.3231230685
USD,2015-04-29,SKK,-
USD,2015-04-29,THB,32.850390838
USD,2015-04-29,TRY,2.6756044356
USD,2015-04-29,USD,1.0
USD,2015-04-29,ZAR,11.8780221778
USD,2015-04-30,AUD,1.2626839055
USD,2015-04-30,BGN,1.7439144004
USD,2015-04-30,BRL,2.9631743201
USD,2015-04-30,CAD,1.2019616585
USD,2015-04-30,CHF,0.9349977708
USD,2015-04-30,CNY,6.2031208203
USD,2015-04-30,CZK,24.458314757
USD,2015-04-30,DKK,6.6545697726
USD,2015-04-30,EEK,-
USD,2015-04-30,EUR,0.8916629514
USD,2015-04-30,GBP,0.6479714668
USD,2015-04-30,HKD,7.7507802051
USD,2015-04-30,HRK,6.7512260366
USD,2015-04-30,HUF,270.0044583148
USD,2015-04-30,IDR,12971.6540347749
USD,2015-04-30,ILS,3.8644672314
USD,2015-04-30,INR,63.5000445831
USD,2015-04-30,ISK,-
USD,2015-04-30,JPY,118.8230049041
USD,2015-04-30,KRW,1072.2068658047
USD,2015-04-30,LTL,-
USD,2015-04-30,LVL,-
USD,2015-04-30,MXN,15.2379848417
USD,2015-04-30,MYR,3.5572893446
USD,2015-04-30,NOK,7.476148016
USD,2015-04-30,NZD,1.3131520285
USD,2015-04-30,PHP,44.6616139099
USD,2015-04-30,PLN,3.5889433794
USD,2015-04-30,RON,3.9396344182
USD,2015-04-30,RUB,51.4012483281
USD,2015-04-30,SEK,8.3157378511
USD,2015-04-30,SGD,1.3209986625
USD,2015-04-30,SKK,-
USD,2015-04-30,THB,32.9701292911
USD,2015-04-30,TRY,2.6584930896
USD,2015-04-30,USD,1.0
USD,2015-04-30,ZAR,11.8067766384
USD,2015-05-04,AUD,1.2755559541
USD,2015-05-04,BGN,1.7537661406
USD,2015-05-04,BRL,3.0767575323
USD,2015-05-04,CAD,1.2116212339
USD,2015-05-04,CHF,0.9353479197
USD,2015-05-04,CNY,6.2092001435
USD,2015-05-04,CZK,24.537302726
USD,2015-05-04,DKK,6.693507891
USD,2015-05-04,EEK,-
USD,2015-05-04,EUR,0.8967001435
USD,2015-05-04,GBP,0.6616571019
USD,2015-05-04,HKD,7.7528694405
USD,2015-05-04,HRK,6.7993185079
USD,2015-05-04,HUF,272.0767575323
USD,2015-05-04,IDR,13021.8705164993
USD,2015-05-04,ILS,3.8887195122
USD,2015-05-04,INR,63.662213056
USD,2015-05-04,ISK,-
USD,2015-05-04,JPY,120.2205882353
USD,2015-05-04,KRW,1082.0301291248
USD,2015-05-04,LTL,-
USD,2015-05-04,LVL,-
USD,2015-05-04,MXN,15.5409791966
USD,2015-05-04,MYR,3.6004304161
USD,2015-05-04,NOK,7.5887733142
USD,2015-05-04,NZD,1.3205703013
USD,2015-05-04,PHP,44.6583572453
USD,2015-05-04,PLN,3.6298421808
USD,2015-05-04,RON,3.9701398852
USD,2015-05-04,RUB,51.7979734577
USD,2015-05-04,SEK,8.3697991392
USD,2015-05-04,SGD,1.3325860832
USD,2015-05-04,SKK,-
USD,2015-05-04,THB,33.3195839311
USD,2015-05-04,TRY,2.7150286944
USD,2015-05-04,USD,1.0
USD,2015-05-04,ZAR,12.0507532281
USD,2015-05-05,AUD,1.2700368805
USD,2015-05-05,BGN,1.7592875776
USD,2015-05-05,BRL,3.0869838985
USD,2015-05-05,CAD,1.2089592516
USD,2015-05-05,CHF,0.933345327
USD,2015-05-05,CNY,6.2022128272
USD,2015-05-05,CZK,24.6127552397
USD,2015-05-05,DKK,6.7146712243
USD,2015-05-05,EEK,-
USD,2015-05-05,EUR,0.8995232527
USD,2015-05-05,GBP,0.6611495907
USD,2015-05-05,HKD,7.751101916
USD,2015-05-05,HRK,6.8254025367
USD,2015-05-05,HUF,271.3861653324
USD,2015-05-05,IDR,13066.9425204642
USD,2015-05-05,ILS,3.8834217865
USD,2015-05-05,INR,63.4291625439
USD,2015-05-05,ISK,-
USD,2015-05-05,JPY,120.4641539984
USD,2015-05-05,KRW,1083.6736529639
USD,2015-05-05,LTL,-
USD,2015-05-05,LVL,-
USD,2015-05-05,MXN,15.4404965368
USD,2015-05-05,MYR,3.6130250967
USD,2015-05-05,NOK,7.598722677
USD,2015-05-05,NZD,1.3332733651
USD,2015-05-05,PHP,44.6370423675
USD,2015-05-05,PLN,3.6144643339
USD,2015-05-05,RON,3.985607628
USD,2015-05-05,RUB,51.416749123
USD,2015-05-05,SEK,8.3911127103
USD,2015-05-05,SGD,1.3368714581
USD,2015-05-05,SKK,-
USD,2015-05-05,THB,33.4001978951
USD,2015-05-05,TRY,2.713771701
USD,2015-05-05,USD,1.0
USD,2015-05-05,ZAR,12.0480345417
USD,2015-05-06,AUD,1.249332146
USD,2015-05-06,BGN,1.7415850401
USD,2015-05-06,BRL,3.0626892253
USD,2015-05-06,CAD,1.2009795191
USD,2015-05-06,CHF,0.9237756011
USD,2015-05-06,CNY,6.2003561888
USD,2015-05-06,CZK,24.4122885129
USD,2015-05-06,DKK,6.6471950134
USD,2015-05-06,EEK,-
USD,2015-05-06,EUR,0.8904719501
USD,2015-05-06,GBP,0.6568121104
USD,2015-05-06,HKD,7.7518254675
USD,2015-05-06,HRK,6.750667854
USD,2015-05-06,HUF,271.1932324132
USD,2015-05-06,IDR,13056.2600178094
USD,2015-05-06,ILS,3.8704363313
USD,2015-05-06,INR,63.5399821906
USD,2015-05-06,ISK,-
USD,2015-05-06,JPY,119.8486197685
USD,2015-05-06,KRW,1082.6714158504
USD,2015-05-06,LTL,-
USD,2015-05-06,LVL,-
USD,2015-05-06,MXN,15.3200356189
USD,2015-05-06,MYR,3.5698130009
USD,2015-05-06,NOK,7.4915405165
USD,2015-05-06,NZD,1.3348174533
USD,2015-05-06,PHP,44.5779162956
USD,2015-05-06,PLN,3.6048975957
USD,2015-05-06,RON,3.9565449688
USD,2015-05-06,RUB,49.9466607302
USD,2015-05-06,SEK,8.2872662511
USD,2015-05-06,SGD,1.3267141585
USD,2015-05-06,SKK,-
USD,2015-05-06,THB,33.2796081923
USD,2015-05-06,TRY,2.7074799644
USD,2015-05-06,USD,1.0
USD,2015-05-06,ZAR,12.0340160285
USD,2015-05-07,AUD,1.2548429898
USD,2015-05-07,BGN,1.7300309598
USD,2015-05-07,BRL,3.0268022999
USD,2015-05-07,CAD,1.2069880584
USD,2015-05-07,CHF,0.9149049093
USD,2015-05-07,CNY,6.2033613445
USD,2015-05-07,CZK,24.2414860681
USD,2015-05-07,DKK,6.6021229544
USD,2015-05-07,EEK,-
USD,2015-05-07,EUR,0.8845643521
USD,2015-05-07,GBP,0.6567890314
USD,2015-05-07,HKD,7.7524988943
USD,2015-05-07,HRK,6.6996904025
USD,2015-05-07,HUF,269.4029190624
USD,2015-05-07,IDR,13139.2746572313
USD,2015-05-07,ILS,3.8618310482
USD,2015-05-07,INR,64.1555948695
USD,2015-05-07,ISK,-
USD,2015-05-07,JPY,119.1685095091
USD,2015-05-07,KRW,1091.5789473684
USD,2015-05-07,LTL,-
USD,2015-05-07,LVL,-
USD,2015-05-07,MXN,15.3349845201
USD,2015-05-07,MYR,3.5976116762
USD,2015-05-07,NOK,7.3662096418
USD,2015-05-07,NZD,1.3363998231
USD,2015-05-07,PHP,44.7156125608
USD,2015-05-07,PLN,3.5790358249
USD,2015-05-07,RON,3.9233082707
USD,2015-05-07,RUB,50.4688191066
USD,2015-05-07,SEK,8.2221141088
USD,2015-05-07,SGD,1.3311808934
USD,2015-05-07,SKK,-
USD,2015-05-07,THB,33.5842547545
USD,2015-05-07,TRY,2.6830605927
USD,2015-05-07,USD,1.0
USD,2015-05-07,ZAR,11.9961963733
USD,2015-05-08,AUD,1.263791106
USD,2015-05-08,BGN,1.7429819089
USD,2015-05-08,BRL,3.0353800909
USD,2015-05-08,CAD,1.2103199358
USD,2015-05-08,CHF,0.9254968363
USD,2015-05-08,CNY,6.2061313608
USD,2015-05-08,CZK,24.4283040727
USD,2015-05-08,DKK,6.6517244452
USD,2015-05-08,EEK,-
USD,2015-05-08,EUR,0.8911861688
USD,2015-05-08,GBP,0.6487835309
USD,2015-05-08,HKD,7.7534979057
USD,2015-05-08,HRK,6.7324659121
USD,2015-05-08,HUF,270.8403885572
USD,2015-05-08,IDR,13124.6502094287
USD,2015-05-08,ILS,3.8655200071
USD,2015-05-08,INR,63.9899295963
USD,2015-05-08,ISK,-
USD,2015-05-08,JPY,120.2210141699
USD,2015-05-08,KRW,1093.5567239996
USD,2015-05-08,LTL,-
USD,2015-05-08,LVL,-
USD,2015-05-08,MXN,15.3074592282
USD,2015-05-08,MYR,3.5970056145
USD,2015-05-08,NOK,7.4694768737
USD,2015-05-08,NZD,1.3443543356
USD,2015-05-08,PHP,44.6849656893
USD,2015-05-08,PLN,3.625256216
USD,2015-05-08,RON,3.9664914001
USD,2015-05-08,RUB,50.712948935
USD,2015-05-08,SEK,8.2831298458
USD,2015-05-08,SGD,1.3299171197
USD,2015-05-08,SKK,-
USD,2015-05-08,THB,33.505926388
USD,2015-05-08,TRY,2.7024329382
USD,2015-05-08,USD,1.0
USD,2015-05-08,ZAR,12.0548079494
USD,2015-05-11,AUD,1.2670077185
USD,2015-05-11,BGN,1.7553401544
USD,2015-05-11,BRL,2.9866271764
USD,2015-05-11,CAD,1.2113624125
USD,2015-05-11,CHF,0.9336743852
USD,2015-05-11,CNY,6.2101956561
USD,2015-05-11,CZK,24.591635254
USD,2015-05-11,DKK,6.6978998384
USD,2015-05-11,EEK,-
USD,2015-05-11,EUR,0.8975049363
USD,2015-05-11,GBP,0.6458445521
USD,2015-05-11,HKD,7.7527373901
USD,2015-05-11,HRK,6.7869323281
USD,2015-05-11,HUF,273.2005026028
USD,2015-05-11,IDR,13146.0240531323
USD,2015-05-11,ILS,3.8698617842
USD,2015-05-11,INR,63.8440136421
USD,2015-05-11,ISK,-
USD,2015-05-11,JPY,119.9425596841
USD,2015-05-11,KRW,1094.6329204811
USD,2015-05-11,LTL,-
USD,2015-05-11,LVL,-
USD,2015-05-11,MXN,15.1744749596
USD,2015-05-11,MYR,3.5991742955
USD,2015-05-11,NOK,7.5610303357
USD,2015-05-11,NZD,1.3565787112
USD,2015-05-11,PHP,44.7226709747
USD,2015-05-11,PLN,3.6499730749
USD,2015-05-11,RON,3.9947047209
USD,2015-05-11,RUB,51.4910249506
USD,2015-05-11,SEK,8.3189732544
USD,2015-05-11,SGD,1.3346795907
USD,2015-05-11,SKK,-
USD,2015-05-11,THB,33.6752827141
USD,2015-05-11,TRY,2.6962843296
USD,2015-05-11,USD,1.0
USD,2015-05-11,ZAR,11.9892299408
USD,2015-05-12,AUD,1.2518907376
USD,2015-05-12,BGN,1.7401904084
USD,2015-05-12,BRL,3.0709137824
USD,2015-05-12,CAD,1.2040217101
USD,2015-05-12,CHF,0.9249933268
USD,2015-05-12,CNY,6.2124744194
USD,2015-05-12,CZK,24.3740546312
USD,2015-05-12,DKK,6.6402704867
USD,2015-05-12,EEK,-
USD,2015-05-12,EUR,0.8897588753
USD,2015-05-12,GBP,0.6374232583
USD,2015-05-12,HKD,7.7527360085
USD,2015-05-12,HRK,6.7443722751
USD,2015-05-12,HUF,272.7733784144
USD,2015-05-12,IDR,13208.4171189608
USD,2015-05-12,ILS,3.8652905063
USD,2015-05-12,INR,64.2891716345
USD,2015-05-12,ISK,-
USD,2015-05-12,JPY,119.9839843402
USD,2015-05-12,KRW,1095.5156152683
USD,2015-05-12,LTL,-
USD,2015-05-12,LVL,-
USD,2015-05-12,MXN,15.4119583593
USD,2015-05-12,MYR,3.6132218169
USD,2015-05-12,NOK,7.4690808791
USD,2015-05-12,NZD,1.3559035501
USD,2015-05-12,PHP,44.8135955156
USD,2015-05-12,PLN,3.6505027138
USD,2015-05-12,RON,3.9732182579
USD,2015-05-12,RUB,50.6539727734
USD,2015-05-12,SEK,8.2878369962
USD,2015-05-12,SGD,1.3357949996
USD,2015-05-12,SKK,-
USD,2015-05-12,THB,33.7565619717
USD,2015-05-12,TRY,2.6910757185
USD,2015-05-12,USD,1.0
USD,2015-05-12,ZAR,12.1298158199
USD,2015-05-13,AUD,1.2427591124
USD,2015-05-13,BGN,1.7429819089
USD,2015-05-13,BRL,3.001871491
USD,2015-05-13,CAD,1.1973977364
USD,2015-05-13,CHF,0.9277248017
USD,2015-05-13,CNY,6.2046163444
USD,2015-05-13,CZK,24.4630603333
USD,2015-05-13,DKK,6.6509223777
USD,2015-05-13,EEK,-
USD,2015-05-13,EUR,0.8911861688
USD,2015-05-13,GBP,0.6393369575
USD,2015-05-13,HKD,7.7521611265
USD,2015-05-13,HRK,6.7365653685
USD,2015-05-13,HUF,273.5495945103
USD,2015-05-13,IDR,13121.3439087425
USD,2015-05-13,ILS,3.8530434008
USD,2015-05-13,INR,64.0099812851
USD,2015-05-13,ISK,-
USD,2015-05-13,JPY,119.6952143303
USD,2015-05-13,KRW,1095.2945370288
USD,2015-05-13,LTL,-
USD,2015-05-13,LVL,-
USD,2015-05-13,MXN,15.2822386597
USD,2015-05-13,MYR,3.5968273772
USD,2015-05-13,NOK,7.4476428126
USD,2015-05-13,NZD,1.3422154888
USD,2015-05-13,PHP,44.6662507798
USD,2015-05-13,PLN,3.6424561091
USD,2015-05-13,RON,3.97486855
USD,2015-05-13,RUB,49.5570804741
USD,2015-05-13,SEK,8.3118260405
USD,2015-05-13,SGD,1.3292932894
USD,2015-05-13,SKK,-
USD,2015-05-13,THB,33.5629623028
USD,2015-05-13,TRY,2.6507441405
USD,2015-05-13,USD,1.0
USD,2015-05-13,ZAR,11.9819980394
USD,2015-05-14,AUD,1.2336456783
USD,2015-05-14,BGN,1.712759436
USD,2015-05-14,BRL,3.0275856029
USD,2015-05-14,CAD,1.1949382608
USD,2015-05-14,CHF,0.909536737
USD,2015-05-14,CNY,6.2012435415
USD,2015-05-14,CZK,24.0458884316
USD,2015-05-14,DKK,6.5369997373
USD,2015-05-14,EEK,-
USD,2015-05-14,EUR,0.8757334267
USD,2015-05-14,GBP,0.6332428409
USD,2015-05-14,HKD,7.7511165601
USD,2015-05-14,HRK,6.6113495052
USD,2015-05-14,HUF,269.3055433926
USD,2015-05-14,IDR,13040.9405377003
USD,2015-05-14,ILS,3.8197740608
USD,2015-05-14,INR,63.6800070059
USD,2015-05-14,ISK,-
USD,2015-05-14,JPY,119.2048340485
USD,2015-05-14,KRW,1090.603380331
USD,2015-05-14,LTL,-
USD,2015-05-14,LVL,-
USD,2015-05-14,MXN,15.2225238637
USD,2015-05-14,MYR,3.5696645941
USD,2015-05-14,NOK,7.3848848411
USD,2015-05-14,NZD,1.3310272353
USD,2015-05-14,PHP,44.5214116823
USD,2015-05-14,PLN,3.5753568614
USD,2015-05-14,RON,3.9040196164
USD,2015-05-14,RUB,49.9702250635
USD,2015-05-14,SEK,8.2237498905
USD,2015-05-14,SGD,1.3182415273
USD,2015-05-14,SKK,-
USD,2015-05-14,THB,33.4889219722
USD,2015-05-14,TRY,2.6065329714
USD,2015-05-14,USD,1.0
USD,2015-05-14,ZAR,11.8335230756
USD,2015-05-15,AUD,1.2499117232
USD,2015-05-15,BGN,1.7265183616
USD,2015-05-15,BRL,3.0119173729
USD,2015-05-15,CAD,1.2037429379
USD,2015-05-15,CHF,0.9236405367
USD,2015-05-15,CNY,6.2039194915
USD,2015-05-15,CZK,24.1887358757
USD,2015-05-15,DKK,6.5900423729
USD,2015-05-15,EEK,-
USD,2015-05-15,EUR,0.8827683616
USD,2015-05-15,GBP,0.6365642655
USD,2015-05-15,HKD,7.7509710452
USD,2015-05-15,HRK,6.6620762712
USD,2015-05-15,HUF,270.7185734463
USD,2015-05-15,IDR,13133.9336158192
USD,2015-05-15,ILS,3.8299788136
USD,2015-05-15,INR,63.661634887
USD,2015-05-15,ISK,-
USD,2015-05-15,JPY,119.8622881356
